interval,Zmax,Zmin,q_value,SelectedNum
0.0,0.9755636633600062,0.2106674101592603,1.2828702955336975,5.5
1.0,1.0796465427011932,0.2058197205001966,1.2874818774364136,7.75
2.0,1.1338507516215046,0.17724664208308888,0.9874380944324557,9.25
3.0,0.7352487020116334,0.17315383105225612,1.5064075623170075,6.5
4.0,0.9978145034119135,0.19914240214649506,1.1287276789465803,6.0
5.0,1.1478123446839303,0.3428300394475452,1.3145077061662354,7.0
6.0,1.0673910231846537,0.16924106871058586,1.3601625370082289,5.0
7.0,0.8587130225094048,0.12164419860987592,1.3115083883087923,6.0
8.0,1.095191237564082,0.19822357225278553,0.8629625497576925,6.25
9.0,0.6149324300476036,0.1299633575596426,1.1935667847568903,3.75
10.0,0.9688821805643133,0.14379951237791916,1.2534781506951405,6.5
11.0,1.0552362724924658,0.3655249786284759,1.1936318688104017,6.5
12.0,0.8130122978851217,0.36984155694039095,1.0247484140744103,4.75
13.0,0.6183484227772764,0.1538933254311836,1.2693069407154114,5.0
14.0,0.934378230410271,0.14064134239624954,1.2279053558567496,6.75
15.0,0.8776005643183391,0.13355805579345167,1.061632718644068,5.5
16.0,0.41783377292211976,0.10561953911801034,1.2148669927798763,4.75
17.0,1.074402936992945,0.11433280349801059,0.7502885865641794,4.25
18.0,0.7206640234641293,0.09804785706992188,1.2288957575895583,5.0
19.0,0.9750637192929301,0.06405492115392257,1.0479164223841078,4.5
20.0,0.9386570228913156,0.08367550514797928,0.8449396645833478,3.25
21.0,0.9751692478760394,0.10864858622557814,0.9248695126787461,3.5
22.0,0.8223936678784101,0.09079532989924324,1.2075012180280833,6.25
23.0,0.8660628311247607,0.1529899230255699,1.1253549771559734,3.75
24.0,1.0927484088925863,0.13984762089285596,1.1554110421636907,4.75
25.0,1.1501195303741998,0.11636488728883572,1.3549639327094676,5.5
26.0,1.0433107576522553,0.2983203570615639,0.18495515223511302,1.25
27.0,0.9236734879688421,0.0183452491424731,0.3638271555782601,1.3333333333333333
28.0,1.0,0.0,0.0,0.0
29.0,0.0748886398183456,0.040376415434648,1.1245294428788035,4.0
30.0,0.2883688495778953,0.1195182521371228,0.7186106862704995,4.0
31.0,0.1446771625160388,0.1446771625160388,0.0,1.0
