interval,Zmax,Zmin,q_value,SelectedNum
0.0,0.3506560706882339,0.2998409609716336,0.5932522552815833,2.4
1.0,0.9521264375285206,0.23419372885083992,1.2635715025507543,4.0
2.0,0.6589690015791909,0.195603251228809,1.1608297133635288,4.4
3.0,0.46687929438250375,0.24450313438702395,1.0110534064118188,4.4
4.0,0.5955129224469701,0.16477265555028595,1.0915140034543431,4.4
5.0,0.7667512712472038,0.19164060277178668,0.9845091806215889,4.2
6.0,1.0910523756301778,0.21022512588336456,1.2103221893907237,5.0
7.0,1.0443716136315604,0.3631816677278483,1.2072747968349287,4.4
8.0,1.0571113077223695,0.1714317959265232,1.196312001946649,4.0
9.0,0.9317042651355519,0.1429311297815576,1.1532681650654355,4.2
10.0,0.5879921409280228,0.17196775543617443,1.3032886031127962,5.2
11.0,0.45353642542304984,0.19473670889853384,1.1610056397017547,3.6
12.0,0.571990331735315,0.10896860644741477,1.1813928190981602,3.6
13.0,0.8904678574112964,0.14121765879794346,0.9068279115685673,3.2
14.0,0.5694563158105324,0.1999864853416659,1.0056114528951405,4.0
15.0,0.896038075815692,0.13178734696324051,0.9860108213236825,3.4
16.0,0.4153502037429277,0.10456153082930546,0.7607472213292765,5.0
17.0,0.5030968069271885,0.1306936184977378,0.8009740173442029,3.0
18.0,0.8149360251858866,0.09247801087257056,0.618411631108364,2.2
19.0,0.67088056294017,0.0902630662477246,0.5956672017571479,2.6
20.0,0.639222954946553,0.06263041127195208,0.8633655810262841,3.4
21.0,0.3091397905516236,0.1372064251901997,0.9526540292121938,2.6
22.0,0.8073970624634518,0.12315533065265612,0.9427022430987654,2.8
23.0,0.5814063343633238,0.2458559120544596,0.9826011190071,3.2
24.0,0.8646323501908663,0.4046447727752752,0.742051609396414,3.4
25.0,0.26445202072725316,0.16480729088778384,0.8705256425649155,3.4
26.0,0.6404537442300614,0.051073504495689766,0.7455121509693061,2.6666666666666665
27.0,0.7693966281052504,0.16957373154291303,0.9557510136024138,2.6666666666666665
28.0,0.5261705354251666,0.42046678318476954,0.7940729196145807,3.0
29.0,0.8263828327337142,0.1929586495385899,1.0998268233218278,4.0
30.0,0.9963057250512874,0.3848663102799333,0.7288525497202846,3.0
31.0,1.0253142848634276,1.0253142848634276,0.0,1.0
32.0,0.9090906090554866,0.1676802893101938,1.3901702869500858,4.0
