interval,Zmax,Zmin,q_value,SelectedNum
0.0,1.0188644797716808,0.7211488823945688,0.8122785370950858,4.6
1.0,1.07262715930184,0.6573707178834185,0.8675646554434057,7.2
2.0,1.0339224257178716,0.5079471343744579,0.9801683940742961,7.4
3.0,0.9545293802403695,0.591167932702261,1.0682514035944295,7.4
4.0,0.9574224835104694,0.4790554640307688,0.9266791148284714,6.2
5.0,1.087593108926005,0.5346977700164653,0.990377807192942,7.8
6.0,1.0204696002846207,0.3937172431422561,0.9640750411898145,8.8
7.0,0.9958997221038297,0.4912680450684359,1.205855817915928,7.2
8.0,0.9854260586752221,0.4476760411101859,0.9922785072845473,10.2
9.0,0.890231342560069,0.2993166515610364,1.2101559309782606,6.8
10.0,0.8594650634129583,0.3316574877142458,1.0423694523066291,6.2
11.0,0.978384223922751,0.47009349938101314,1.1189001727217343,7.2
12.0,0.9614549194174,0.4180367576310881,0.9213125565555387,7.8
13.0,0.68866742553808,0.3092693754923944,1.0337717751293223,6.2
14.0,1.0155997923148672,0.5852039486888719,1.1831228190806375,7.2
15.0,1.040045721701786,0.4275926321614487,1.3337046313639083,9.0
16.0,0.9180980195189908,0.46760744241101426,1.0423801258394882,7.2
17.0,0.8826653010426492,0.34468549850633934,1.1263249825060078,6.6
18.0,0.7755587875002421,0.28762103423688534,1.3117589384355959,8.0
19.0,0.6995127067819624,0.27793373837465607,1.2041264446302438,6.0
20.0,0.8618718374561963,0.3710157669963204,1.1471784416119757,5.8
21.0,0.6877060734211484,0.2725898403801417,1.2936434218025146,6.4
22.0,0.6304582612655338,0.20872188590641333,0.8739297945062052,3.8
23.0,0.8366677392283967,0.1806468468880546,0.7892871180027199,5.4
24.0,1.1471583580612372,0.45289698057679206,1.2928305928195833,6.4
25.0,0.9675701418056306,0.5651394810112569,1.0004177341044411,7.2
26.0,1.0239375799355963,0.8294483951025002,1.0080991247273663,6.6
27.0,1.1210696043425024,0.7488070582140625,1.074180761329791,8.2
28.0,1.0148538189471188,0.8198617695881592,0.8711907824106484,6.0
29.0,1.1279080785515554,0.8050072034268585,0.9950209825731793,4.8
30.0,1.0906900261440378,0.8317689469599342,1.012509462234219,6.4
31.0,1.0544743010858246,0.8668941028640228,0.8753389146376954,3.3333333333333335
