interval,Zmax,Zmin,q_value,SelectedNum
0.0,1.0167176438327783,0.7072580754297912,0.7403212961106398,2.4
1.0,1.0894777073451478,0.705517383594908,0.9313597606245605,4.6
2.0,1.0412213959916814,0.8296139277988501,1.1362810521505833,5.6
3.0,1.0346683400823031,0.8588461625635044,0.929975010732828,4.8
4.0,1.0558041006321424,0.6209329129141306,0.723467880161573,4.8
5.0,1.039323248139746,0.7035845641107287,0.8793707371653886,4.6
6.0,1.1023800962374057,0.5873262583607102,0.9160896177503404,4.8
7.0,1.0629372201845593,0.847700873745105,0.9530794786128538,4.4
8.0,1.0848792801590168,0.7249888273270255,0.9088737308145957,5.8
9.0,1.1726594595376512,0.7449488611899218,1.1756315706525535,5.2
10.0,1.0489277268767823,0.5896266466394022,0.8657098798199716,5.8
11.0,1.0714194353507538,0.5913597350456243,0.8043120752341313,5.8
12.0,0.9943237344590872,0.761708977875814,0.8269709098599373,4.6
13.0,1.105739081800263,0.7135382345382991,0.8970946354982547,5.4
14.0,1.0879040844818377,0.7154085684801699,0.8535893066907423,4.6
15.0,1.0494571372411006,0.8090779443269163,0.8154298646069561,4.6
16.0,1.0487717000420844,0.8110684834094316,1.0188854806704573,5.2
17.0,1.0637485702834115,0.5827006684145126,0.6803234081721605,5.6
18.0,1.1105232169148334,0.8235906311330468,0.9325987504607631,4.4
19.0,1.0883637049137767,0.7082508521393605,0.8896491996874477,6.6
20.0,1.1108250802806918,0.8290950787584268,1.003562881642121,5.2
21.0,1.079335603211312,0.5326040826803868,0.8021338539383016,5.4
22.0,1.1401059225145445,0.7655947734665872,0.9371433525551881,4.4
23.0,1.064147586303951,0.7858808152527879,0.9071481881547854,4.4
24.0,1.0640931028516107,0.8063742978378483,0.9931036435897074,5.4
25.0,1.0832927484472639,0.7250488157860223,1.0257568383697038,4.2
26.0,1.1142492106367765,0.8304691899960357,1.0046747809157808,3.8
27.0,1.007149863489288,0.6932313554247088,0.49751953871379967,2.4
28.0,1.0229199513832197,0.5131176916917866,0.542401817961086,2.0
29.0,1.074873954635916,0.5978135725477294,0.6836576158268948,1.8
30.0,0.9761306418595129,0.7394497464298136,0.16739764335716717,1.0
31.0,0.9557220208360123,0.9557220208360123,0.0,1.0
32.0,1.1062266559141003,0.8421280192506285,1.1571188902940144,3.0
