interval,Zmax,Zmin,q_value,SelectedNum
0.0,0.9519748536532784,0.19361743587664199,1.0682368732930574,6.2
1.0,0.8379152635875498,0.2044235121284143,1.2790305118031011,6.0
2.0,0.9055991538833492,0.18810760026757495,1.4219655945704328,5.4
3.0,0.8840715795051979,0.18529047576835805,1.4109340532585743,6.4
4.0,0.9164988747647268,0.20217502224301268,1.29111755601796,6.0
5.0,0.8629332176206683,0.17850630022901495,1.436138216590056,5.2
6.0,0.9901749792529188,0.2536632063643187,1.256723626802494,7.6
7.0,0.8729320082612047,0.19214146097353427,1.1033960922179582,6.2
8.0,0.7465114838446054,0.1813059178518877,1.5466492928214437,5.6
9.0,0.9885750019326689,0.1623911068970366,1.3151608831621866,6.6
10.0,0.8375399419454489,0.17064333439759402,1.3789120244351498,5.4
11.0,0.8153868984969698,0.17773704034459198,1.252254082385401,6.0
12.0,0.9368872806437831,0.17732638065790107,1.2507068733520843,7.0
13.0,0.9487547100385216,0.27801140126807933,1.1345174749151652,5.6
14.0,0.6503118437517481,0.21218388183106313,0.9825701150799346,5.0
15.0,0.8157098701132778,0.17880955726216913,1.245289626985071,6.0
16.0,1.003758153477929,0.1862712055548678,1.1935100352699881,5.8
17.0,0.6277676046833235,0.1977129021360423,1.104620687000932,5.4
18.0,0.7511487165508817,0.23560473879104063,0.9227011140423272,7.0
19.0,0.9518623695923012,0.14737887921663315,1.0204488940869874,5.0
20.0,0.8052986134407817,0.20474616575014962,1.1951362952155933,6.8
21.0,0.7831156282913703,0.15420064052865018,0.9398568217953098,5.8
22.0,0.8520783694724832,0.12830503009694488,1.1347555260194735,4.8
23.0,0.48007611314944115,0.14114079239178215,0.8884858836058827,4.0
24.0,0.5203574331970772,0.15673947688125414,1.1881278011961671,5.0
