interval,Zmax,Zmin,q_value,SelectedNum
0.0,1.1183187901902492,0.9031607425814465,1.151679752841774,5.6
1.0,1.0795999799029066,0.8632588953584037,0.9361932312956561,5.8
2.0,1.124713358245103,0.8022903775577689,0.9887593221783965,6.8
3.0,1.0887603383255695,0.6598149680045589,0.7909415743100405,6.6
4.0,1.051407105935139,0.6820141596760091,0.8379300316596744,5.6
5.0,1.0626928791680519,0.3412624949770978,1.1712248683797668,5.2
6.0,0.9199640245740491,0.1822046028261664,1.030638458179554,5.0
7.0,0.6981916759173064,0.27101298692306974,1.0158781265350576,5.0
8.0,0.9330473898219701,0.4058943519349012,0.8583479671679797,5.2
9.0,1.0753288886158017,0.36535984464660975,1.0568879075680424,4.8
10.0,0.5509834176516917,0.25623735627269983,1.1384519001797142,3.6
11.0,1.056780766887917,0.3541457400303371,0.6765418243829834,5.2
12.0,1.044487473054348,0.4295865011299139,0.726743205898271,5.4
13.0,1.0473569333283919,0.1875653756036045,1.0111621373394768,4.4
14.0,1.1014611058072974,0.17544640241832793,1.0136670122637284,5.8
15.0,1.0803392147486455,0.5013050986501951,0.9998045309723856,5.6
16.0,0.8540625007727296,0.40905426599197614,1.1079857304436131,4.4
17.0,0.9417668563980325,0.26259259359296705,1.0681384190711551,4.4
18.0,0.8926048783208852,0.326258443520903,1.038933364987735,5.6
19.0,0.8788933773041852,0.36416398462097527,1.0703653343581476,4.6
20.0,0.7128707620235872,0.4459013028706885,0.9303346130718518,4.6
21.0,0.8875481479565235,0.593615115418092,0.8754284198929689,4.2
22.0,0.8102425048017009,0.2529905044908329,1.0049001552476,4.6
23.0,1.040752245971394,0.2822078539509267,0.7328521823532788,5.0
24.0,1.1426252775198864,0.4180948142168367,1.0208682685903647,3.6
25.0,1.1183746846016707,0.8579389071814362,0.8699372644108931,4.4
26.0,1.0116653644906528,0.39360150595585053,0.269030212562526,1.0
27.0,1.0644316008443768,0.9446877037196039,0.46463222987724845,2.4
28.0,1.0645909068205015,0.9059424906642053,1.0012230444364263,3.3333333333333335
29.0,1.0491648869018182,1.0491648869018182,0.0,1.0
30.0,0.9701965267557094,0.9701965267557094,0.0,1.0
