interval,Zmax,Zmin,q_value,SelectedNum
0.0,0.8667911606094736,0.20477140958438925,1.3655517637892696,5.4
1.0,0.5676784000894198,0.12353152866302838,1.5006597440486467,5.6
2.0,0.41540493902967635,0.12710014487596483,0.9614321206881185,4.6
3.0,1.056494470225958,0.16549375746934172,1.4026213838359904,6.6
4.0,0.9283490355591955,0.1666904094597197,1.3198465571436702,6.2
5.0,1.0709053616442255,0.15222922279526208,1.1426270581280975,4.8
6.0,0.985227458624949,0.10723126369953269,1.0865496211780683,5.0
7.0,0.8014630579041027,0.172797887559428,0.9418520776642472,4.8
8.0,0.7769225897835346,0.13811403983106832,1.3337407253174511,4.6
9.0,0.45337863799429207,0.1584692020164371,1.088557599704833,5.4
10.0,0.9405278936614356,0.13222110121792444,1.2875660961908328,5.4
11.0,0.8962494450068919,0.15620166206067582,1.157705256522608,4.8
12.0,0.8225268083448191,0.1725011140299417,1.3763546806984568,5.2
13.0,0.785851394035511,0.12603409179593245,1.1977813818942113,4.0
14.0,0.7435369877256722,0.12646719638924148,0.9477288642725459,3.2
15.0,0.7710698566320724,0.11118811521490853,0.8338461204016585,5.0
16.0,0.3725886825748088,0.19342133761241995,1.0058551813037366,3.2
17.0,0.5193129120550415,0.10108211292865607,0.8450596885797619,4.0
18.0,0.7588493508292722,0.11861878173049525,0.9361325716412754,3.8
19.0,1.028322347336532,0.07681055256988645,0.7368174530765976,2.6
20.0,0.28393028462189973,0.11319456101255472,0.9432575570916569,3.0
21.0,0.8271436937927603,0.11973211957951435,1.0855982251638516,4.8
22.0,0.5569782435899394,0.08926654671030644,0.7897002161471404,2.8
23.0,0.4352447373135516,0.056375653455504084,1.0309966678890263,3.0
24.0,0.6609919131233845,0.0230864472875213,0.43209488795194384,1.8
25.0,0.8428817912968979,0.153906819509465,0.7568180055445689,2.8
26.0,0.946782913300207,0.04567456826330035,0.6057967120389494,2.0
27.0,0.9404645721973182,0.9404645721973182,0.0,1.0
28.0,0.4203713529998665,0.221815261939486,1.2366974321535809,3.0
29.0,0.3488210730832994,0.1234333454817053,1.3962230456269136,4.0
