interval,Zmax,Zmin,q_value,SelectedNum
0.0,0.9312955610463275,0.7378029996643805,0.9281827438772545,3.0
1.0,0.9290915503506845,0.4481624958868434,0.7905505271653959,4.2
2.0,0.9694065071896638,0.2782481083363512,1.01193572284448,4.4
3.0,0.9228692893734289,0.3998248107938803,0.9122229108303308,3.4
4.0,0.5695684110789694,0.2727948432690551,0.9792686783218899,4.4
5.0,0.7236328157873055,0.15504401041641905,1.1606925949348166,3.8
6.0,0.7669668591117611,0.4455469608099346,0.9000615757377609,3.8
7.0,0.8597073332615691,0.17226812179210801,1.0564927785325884,4.6
8.0,0.5751904843836021,0.15247322780330086,1.001161339508102,3.4
9.0,0.7339796536205061,0.11965762265409932,0.9842124522652261,4.4
10.0,0.6057180445866764,0.09253521764904071,1.2569749572572602,4.0
11.0,0.8317535029585713,0.0878061521760892,1.006353419534315,3.6
12.0,0.7785871410017172,0.3275077134789456,1.0275544818732902,4.4
13.0,0.4746197450927131,0.10459291679846824,1.1477196545747457,4.4
14.0,0.6201901588116978,0.11881152266924984,0.6433658107721618,2.4
15.0,0.3454795233571792,0.11003594516092507,0.9448234192840855,3.6
16.0,0.8138934505372255,0.02322149893618042,0.5018584108747061,1.6
17.0,0.6640630806906549,0.2369446320921344,0.7804842230058842,3.4
18.0,0.659579961657881,0.2890238275383362,0.7278328475666853,3.4
19.0,0.8057667675928807,0.061238444500663694,0.4598903802581347,1.6
20.0,0.81775785459995,0.047846847186616706,0.7400696631011451,3.0
21.0,0.7521445400116079,0.23859823787251355,1.1613103122942459,4.0
22.0,0.7313099849449003,0.034888808053218257,0.5439734259737777,2.0
23.0,0.7684426001249063,0.277535380976845,1.0156589263209366,4.0
24.0,0.813975198269065,0.09999370705152902,0.4560743558576135,2.2
25.0,0.5927627500377703,0.21517382371062702,0.9351799427986769,3.6
26.0,0.6782777189072334,0.620756918666454,0.7426113217820709,3.0
27.0,1.0120223268135289,0.4137880761292277,0.888496357959652,4.0
28.0,0.9840673650061994,0.323993077748376,0.4184941083929179,1.0
29.0,1.0222446396400315,0.7429054242643081,1.0507243251279583,4.0
30.0,1.0,0.0,0.0,0.0
31.0,1.0,0.0,0.0,0.0
